Dia_diem,Nam,Thang,Ngay,T,U,R,Sh
Can_Gio,2023,11,23,28,83,0,0.7
Can_Gio,2023,11,24,26.9,77,0,0
Can_Gio,2023,11,25,27.1,72,3.2,4.1
Can_Gio,2023,11,26,27.3,87,27.1,4.3
Can_Gio,2023,11,27,27.5,83,0,5.8
Can_Gio,2023,11,28,27.6,71,0,7
Can_Gio,2023,11,29,28.1,80,0.6,7.2
Can_Gio,2023,11,30,28.4,84,0,7.3
Can_Gio,2023,12,1,28.7,80,2,7
Can_Gio,2023,12,2,27.1,87,6.5,0.7
Can_Gio,2023,12,3,26.2,87,1.1,2.8
Can_Gio,2023,12,4,27.6,82,0,5.5
Can_Gio,2023,12,5,28.1,82,0,9.3
Can_Gio,2023,12,6,27.7,85,6.3,4.3
Can_Gio,2023,12,7,27.9,83,0,7.9
Can_Gio,2023,12,8,27.4,81,0,3.6
Can_Gio,2023,12,9,27.6,84,0,7.6
Can_Gio,2023,12,10,27.7,80,0,4.4
Can_Gio,2023,12,11,28.1,76,0,9.9
Can_Gio,2023,12,12,28.4,74,0,10
Can_Gio,2023,12,13,28.1,78,0,5.9
Can_Gio,2023,12,14,29.6,71,0,9.8
Can_Gio,2023,12,15,28.6,77,0,9.2
Can_Gio,2023,12,16,28.3,78,0,9.8
Can_Gio,2023,12,17,28.6,75,0,9.2
Can_Gio,2023,12,18,27.7,80,0,5.5
Can_Gio,2023,12,19,28.2,76,0.2,7.3
Can_Gio,2023,12,20,27.6,75,5.2,6.4
Can_Gio,2023,12,21,27.6,68,0,9.6
Can_Gio,2023,12,22,27.2,69,0,6.4
Can_Gio,2023,12,23,27.5,64,0,3.5
Can_Gio,2023,12,24,26.3,72,0.1,0.2
Can_Gio,2023,12,25,27.1,72,0,9.4
Can_Gio,2023,12,26,26.7,74,0,8.5
Can_Gio,2023,12,27,27,78,0,7.9
Can_Gio,2023,12,28,28.2,78,0,8.2
Can_Gio,2023,12,29,28.8,79,0,9.1
Can_Gio,2023,12,30,28.6,76,0,9.5
Can_Gio,2023,12,31,28.2,78,0,5.1
Can_Gio,2024,1,1,27.2,83,0,4.7
Can_Gio,2024,1,2,27.7,83,0,7
Can_Gio,2024,1,3,27.6,82,0,7.3
Can_Gio,2024,1,4,27.1,78,0,6.7
Can_Gio,2024,1,5,27,78,0,6.8
Can_Gio,2024,1,6,27.5,81,0,5.9
Can_Gio,2024,1,7,27.9,81,0,8.8
Can_Gio,2024,1,8,27.7,78,0,2.5
Can_Gio,2024,1,9,27.5,80,0,8
Can_Gio,2024,1,10,28,76,0,7.3
Can_Gio,2024,1,11,27.6,74,0,7.7
Can_Gio,2024,1,12,26.8,74,0,9.9
Can_Gio,2024,1,13,26.1,76,0,5.3
Can_Gio,2024,1,14,26.3,78,0,5.1
Can_Gio,2024,1,15,26.3,74,0,6.5
Can_Gio,2024,1,16,26.9,76,0,8.5
Can_Gio,2024,1,17,27.6,70,0,9.6
Can_Gio,2024,1,18,27.5,76,0,7.8
Can_Gio,2024,1,19,27.6,73,0,8.2
Can_Gio,2024,1,20,26.6,77,0,5.2
Can_Gio,2024,1,21,26.9,76,0,6.6
Can_Gio,2024,1,22,27.6,67,0,9.7
Can_Gio,2024,1,23,27.6,70,0,9.4
Can_Gio,2024,1,24,27.4,74,0,9.9
Can_Gio,2024,1,25,27.6,69,0,9.6
Can_Gio,2024,1,26,27.2,70,0,9.9
Can_Gio,2024,1,27,27.3,65,0,9.7
Can_Gio,2024,1,28,27.4,60,0,9.8
Can_Gio,2024,1,29,27.1,65,0,10.4
Can_Gio,2024,1,30,27.7,67,0,10.1
Can_Gio,2024,1,31,27.5,70,0,9.2
Can_Gio,2024,2,1,27.4,72,0,9.6
Can_Gio,2024,2,2,27,78,0,8.3
Can_Gio,2024,2,3,27.6,72,0,9.9
Can_Gio,2024,2,4,27.3,76,0,9.6
Can_Gio,2024,2,5,27.4,82,0,1.8
Can_Gio,2024,2,6,27.7,78,0,8.7
Can_Gio,2024,2,7,27.5,79,0,6.4
Can_Gio,2024,2,8,27.1,78,0,3.2
Can_Gio,2024,2,9,28.2,73,0,7.5
Can_Gio,2024,2,10,27.9,72,0,9.8
Can_Gio,2024,2,11,27.9,65,0,10.5
Can_Gio,2024,2,12,27.1,66,0,10.4
Can_Gio,2024,2,13,28.4,67,0,10.4
Can_Gio,2024,2,14,29.3,63,0,9.5
Can_Gio,2024,2,15,29.3,65,0,9.9
Can_Gio,2024,2,16,29.2,61,0,9.4
Can_Gio,2024,2,17,28.2,64,0,10.6
Can_Gio,2024,2,18,27.7,76,0,10.2
Can_Gio,2024,2,19,28.1,77,0,10.4
Can_Gio,2024,2,20,28,78,0,10.2
Can_Gio,2024,2,21,27.8,81,0,9.7
Can_Gio,2024,2,22,27.9,77,0,10.6
Can_Gio,2024,2,23,28.3,76,0,10.3
Can_Gio,2024,2,24,29.1,72,0,10.8
Can_Gio,2024,2,25,28.7,63,0,9
Can_Gio,2024,2,26,29.3,60,0,10.5
Can_Gio,2024,2,27,29.4,68,0,7.5
Can_Gio,2024,2,28,28.6,68,0,10.7
Can_Gio,2024,2,29,28.9,64,0,9.3
Can_Gio,2024,3,1,29,66,0,10.1
Can_Gio,2024,3,2,28.8,68,0,10.1
Can_Gio,2024,3,3,28.4,69,0,10.3
Can_Gio,2024,3,4,28.4,72,0,10.6
Can_Gio,2024,3,5,27.7,81,0,5
Can_Gio,2024,3,6,28,82,0,4.6
Can_Gio,2024,3,7,28.7,79,0,4.8
Can_Gio,2024,3,8,29.1,67,0,10.7
Can_Gio,2024,3,9,29,66,0,9.2
Can_Gio,2024,3,10,29,63,0,6.3
